exception_id,run_id,run_date,report_name,source_system,location_id,region,division,exception_type,severity,owner_group,age_days,status,resolution_hours,requires_field_followup
EXC-003895,RUN-008165,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1020,Midwest,Fire Protection,duplicate_incident_key,medium,Data Steward,5,open,,False
EXC-003896,RUN-008165,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1020,Midwest,Fire Protection,unmapped_employee_partner,medium,Data Steward,0,closed,38.9,True
EXC-003897,RUN-008166,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1067,West,Fire Protection,late_source_extract,critical,Data Steward,11,closed,100.6,False
EXC-003898,RUN-008167,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1037,Southeast,Uniform Rental,open_corrective_action,medium,Data Steward,6,open,,True
EXC-003899,RUN-008169,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1046,Southeast,Facility Services,duplicate_incident_key,medium,Corporate Safety,5,closed,56.6,False
EXC-003900,RUN-008170,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1069,West,Fire Protection,missing_location_id,high,Data Steward,6,closed,62.7,False
EXC-003901,RUN-008171,2026-06-20,Daily Incident Intake,Safety Logic,LOC-1053,South Central,First Aid & Safety,unmapped_employee_partner,medium,Data Steward,2,closed,51.9,True
EXC-003902,RUN-008174,2026-06-20,Daily Incident Intake,Safety Logic,LOC-1059,South Central,Facility Services,missing_completion_date,low,Vendor Coordinator,1,closed,46.3,False
EXC-003903,RUN-008181,2026-06-20,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,duplicate_incident_key,critical,Corporate Safety,15,open,,False
EXC-003904,RUN-008185,2026-06-20,Daily Incident Intake,Safety Logic,LOC-1062,West,Uniform Rental,rollout_training_gap,medium,Corporate Safety,2,closed,17.1,True
EXC-003905,RUN-008191,2026-06-20,Daily Incident Intake,Safety Logic,LOC-1025,Northeast,Uniform Rental,duplicate_incident_key,high,Data Steward,6,open,,False
EXC-003906,RUN-008192,2026-06-20,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,rollout_training_gap,low,Corporate Safety,2,closed,64.7,True
EXC-003907,RUN-008193,2026-06-20,Daily Incident Intake,Safety Logic,LOC-1007,Great Lakes,Fire Protection,invalid_vendor_credential,medium,Field Safety Lead,13,closed,119.2,False
EXC-003908,RUN-008195,2026-06-20,Daily Incident Intake,Safety Logic,LOC-1065,West,First Aid & Safety,duplicate_incident_key,medium,Field Safety Lead,7,closed,61.6,False
EXC-003909,RUN-008197,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1042,Southeast,First Aid & Safety,missing_location_id,low,Data Steward,7,closed,64.8,False
EXC-003910,RUN-008197,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1042,Southeast,First Aid & Safety,duplicate_incident_key,medium,Data Steward,8,closed,88.6,False
EXC-003911,RUN-008199,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1058,South Central,Facility Services,late_source_extract,medium,Corporate Safety,0,open,,False
EXC-003912,RUN-008201,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,late_source_extract,medium,Data Steward,8,closed,86.3,False
EXC-003913,RUN-008202,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1012,Great Lakes,Facility Services,open_corrective_action,medium,Field Safety Lead,1,closed,57.1,True
EXC-003914,RUN-008205,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1015,Midwest,Uniform Rental,invalid_vendor_credential,high,Data Steward,9,open,,False
EXC-003915,RUN-008208,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1054,South Central,First Aid & Safety,missing_location_id,high,Vendor Coordinator,7,closed,87.9,False
EXC-003916,RUN-008210,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1020,Midwest,Fire Protection,late_source_extract,medium,Data Steward,21,open,,False
EXC-003917,RUN-008212,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1067,West,Fire Protection,late_source_extract,critical,Data Steward,5,open,,False
EXC-003918,RUN-008221,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,missing_completion_date,critical,Field Safety Lead,6,open,,False
EXC-003919,RUN-008223,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1038,Southeast,Uniform Rental,late_source_extract,low,Data Steward,4,open,,False
EXC-003920,RUN-008224,2026-06-21,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,unmapped_employee_partner,low,Corporate Safety,5,open,,True
EXC-003921,RUN-008227,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,late_source_extract,critical,Corporate Safety,13,closed,126.8,False
EXC-003922,RUN-008227,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,unmapped_employee_partner,low,Corporate Safety,4,closed,70.8,True
EXC-003923,RUN-008227,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,duplicate_incident_key,high,Corporate Safety,15,closed,116.1,False
EXC-003924,RUN-008232,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1018,Midwest,First Aid & Safety,missing_completion_date,low,Corporate Safety,10,closed,114.9,False
EXC-003925,RUN-008235,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,missing_location_id,medium,Corporate Safety,8,open,,False
EXC-003926,RUN-008238,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1019,Midwest,Fire Protection,unmapped_employee_partner,medium,Corporate Safety,2,closed,32.2,True
EXC-003927,RUN-008241,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1044,Southeast,Fire Protection,open_corrective_action,critical,Corporate Safety,6,closed,78.7,True
EXC-003928,RUN-008241,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1044,Southeast,Fire Protection,open_corrective_action,low,Corporate Safety,0,closed,28.3,True
EXC-003929,RUN-008241,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1044,Southeast,Fire Protection,unmapped_employee_partner,critical,Corporate Safety,22,open,,True
EXC-003930,RUN-008241,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1044,Southeast,Fire Protection,late_source_extract,medium,Corporate Safety,0,closed,15.6,False
EXC-003931,RUN-008242,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1063,West,Uniform Rental,missing_completion_date,medium,Data Steward,9,closed,89.3,False
EXC-003932,RUN-008249,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1002,Great Lakes,Uniform Rental,missing_location_id,high,Data Steward,10,closed,59.9,False
EXC-003933,RUN-008252,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,rollout_training_gap,medium,Corporate Safety,13,open,,True
EXC-003934,RUN-008254,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,rollout_training_gap,high,Field Safety Lead,10,closed,79.1,True
EXC-003935,RUN-008257,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1007,Great Lakes,Fire Protection,duplicate_incident_key,medium,Field Safety Lead,3,closed,42.4,False
EXC-003936,RUN-008257,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1007,Great Lakes,Fire Protection,late_source_extract,high,Field Safety Lead,10,closed,84.6,False
EXC-003937,RUN-008258,2026-06-22,Daily Incident Intake,Safety Logic,LOC-1009,Great Lakes,Fire Protection,missing_completion_date,medium,Data Steward,3,closed,50.4,False
EXC-003938,RUN-008265,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1012,Great Lakes,Facility Services,missing_completion_date,medium,Field Safety Lead,2,closed,44.5,False
EXC-003939,RUN-008266,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1047,Southeast,Facility Services,duplicate_incident_key,medium,Corporate Safety,1,closed,23.8,False
EXC-003940,RUN-008267,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1061,West,Uniform Rental,late_source_extract,medium,Field Safety Lead,1,closed,36.6,False
EXC-003941,RUN-008268,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1031,Northeast,Fire Protection,invalid_vendor_credential,critical,Field Safety Lead,4,closed,94.7,False
EXC-003942,RUN-008271,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1066,West,First Aid & Safety,missing_completion_date,medium,Vendor Coordinator,4,closed,63.1,False
EXC-003943,RUN-008273,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1057,South Central,Fire Protection,rollout_training_gap,medium,Data Steward,7,closed,70.0,True
EXC-003944,RUN-008273,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1057,South Central,Fire Protection,open_corrective_action,critical,Vendor Coordinator,14,closed,112.6,True
EXC-003945,RUN-008275,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,rollout_training_gap,high,Vendor Coordinator,13,closed,94.6,True
EXC-003946,RUN-008275,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,unmapped_employee_partner,medium,Corporate Safety,3,closed,30.5,True
EXC-003947,RUN-008278,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1067,West,Fire Protection,missing_location_id,critical,Field Safety Lead,13,open,,False
EXC-003948,RUN-008278,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1067,West,Fire Protection,invalid_vendor_credential,medium,Corporate Safety,1,open,,False
EXC-003949,RUN-008279,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,duplicate_incident_key,medium,Corporate Safety,4,closed,36.4,False
EXC-003950,RUN-008282,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1016,Midwest,First Aid & Safety,duplicate_incident_key,high,Vendor Coordinator,7,closed,69.6,False
EXC-003951,RUN-008283,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,duplicate_incident_key,low,Corporate Safety,3,closed,54.5,False
EXC-003952,RUN-008283,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,invalid_vendor_credential,medium,Field Safety Lead,3,closed,67.3,False
EXC-003953,RUN-008286,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1065,West,First Aid & Safety,missing_completion_date,medium,Data Steward,10,closed,86.8,False
EXC-003954,RUN-008287,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1039,Southeast,Uniform Rental,unmapped_employee_partner,low,Field Safety Lead,2,closed,44.7,True
EXC-003955,RUN-008288,2026-06-22,Weekly Exception Review,Safety Logic,LOC-1046,Southeast,Facility Services,missing_completion_date,critical,Corporate Safety,8,closed,74.0,False
EXC-003956,RUN-008290,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1010,Great Lakes,Facility Services,missing_completion_date,critical,Vendor Coordinator,4,closed,35.4,False
EXC-003957,RUN-008292,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1001,Great Lakes,Uniform Rental,missing_location_id,high,Field Safety Lead,7,open,,False
EXC-003958,RUN-008297,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1005,Great Lakes,First Aid & Safety,missing_location_id,medium,Vendor Coordinator,7,open,,False
EXC-003959,RUN-008298,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1068,West,Fire Protection,missing_location_id,critical,Data Steward,7,closed,83.7,False
EXC-003960,RUN-008301,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1048,Southeast,Facility Services,invalid_vendor_credential,critical,Corporate Safety,9,closed,85.0,False
EXC-003961,RUN-008304,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1070,West,Facility Services,duplicate_incident_key,low,Corporate Safety,4,closed,50.9,False
EXC-003962,RUN-008315,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1040,Southeast,First Aid & Safety,rollout_training_gap,low,Field Safety Lead,7,closed,59.2,True
EXC-003963,RUN-008316,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1022,Midwest,Facility Services,missing_completion_date,medium,Corporate Safety,3,closed,53.0,False
EXC-003964,RUN-008316,2026-06-22,Contractor Compliance Snapshot,ISN,LOC-1022,Midwest,Facility Services,duplicate_incident_key,low,Corporate Safety,2,closed,24.9,False
EXC-003965,RUN-008318,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1039,Southeast,Uniform Rental,missing_location_id,high,Data Steward,9,closed,88.2,False
EXC-003966,RUN-008318,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1039,Southeast,Uniform Rental,missing_location_id,high,Data Steward,12,closed,119.7,False
EXC-003967,RUN-008322,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1013,Midwest,Uniform Rental,late_source_extract,medium,Vendor Coordinator,1,closed,32.8,False
EXC-003968,RUN-008324,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1038,Southeast,Uniform Rental,unmapped_employee_partner,low,Field Safety Lead,4,closed,38.1,True
EXC-003969,RUN-008324,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1038,Southeast,Uniform Rental,late_source_extract,critical,Vendor Coordinator,9,closed,118.4,False
EXC-003970,RUN-008326,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1017,Midwest,First Aid & Safety,missing_completion_date,low,Vendor Coordinator,4,closed,66.3,False
EXC-003971,RUN-008330,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1070,West,Facility Services,unmapped_employee_partner,high,Data Steward,8,open,,True
EXC-003972,RUN-008331,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1053,South Central,First Aid & Safety,late_source_extract,critical,Field Safety Lead,9,open,,False
EXC-003973,RUN-008333,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1052,South Central,First Aid & Safety,missing_location_id,high,Data Steward,12,open,,False
EXC-003974,RUN-008333,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1052,South Central,First Aid & Safety,missing_location_id,medium,Vendor Coordinator,2,closed,48.6,False
EXC-003975,RUN-008336,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1010,Great Lakes,Facility Services,rollout_training_gap,low,Field Safety Lead,9,closed,74.3,True
EXC-003976,RUN-008337,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1059,South Central,Facility Services,missing_completion_date,high,Vendor Coordinator,7,closed,76.4,False
EXC-003977,RUN-008338,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1040,Southeast,First Aid & Safety,unmapped_employee_partner,medium,Data Steward,6,closed,51.3,True
EXC-003978,RUN-008338,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1040,Southeast,First Aid & Safety,unmapped_employee_partner,medium,Field Safety Lead,4,open,,True
EXC-003979,RUN-008338,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1040,Southeast,First Aid & Safety,missing_location_id,low,Field Safety Lead,1,closed,35.0,False
EXC-003980,RUN-008341,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1058,South Central,Facility Services,invalid_vendor_credential,medium,Data Steward,2,closed,51.8,False
EXC-003981,RUN-008341,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1058,South Central,Facility Services,unmapped_employee_partner,medium,Corporate Safety,4,open,,True
EXC-003982,RUN-008342,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1006,Great Lakes,First Aid & Safety,rollout_training_gap,medium,Corporate Safety,8,closed,74.1,True
EXC-003983,RUN-008343,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1009,Great Lakes,Fire Protection,open_corrective_action,high,Data Steward,9,open,,True
EXC-003984,RUN-008343,2026-06-22,Chemical SDS Coverage,MSDS,LOC-1009,Great Lakes,Fire Protection,unmapped_employee_partner,low,Vendor Coordinator,10,closed,87.1,True
EXC-003985,RUN-008347,2026-06-22,PPE Readiness Tracker,PICS,LOC-1045,Southeast,Fire Protection,unmapped_employee_partner,medium,Field Safety Lead,0,open,,True
EXC-003986,RUN-008347,2026-06-22,PPE Readiness Tracker,PICS,LOC-1045,Southeast,Fire Protection,rollout_training_gap,high,Data Steward,6,closed,72.3,True
EXC-003987,RUN-008353,2026-06-22,PPE Readiness Tracker,PICS,LOC-1059,South Central,Facility Services,rollout_training_gap,low,Data Steward,3,open,,True
EXC-003988,RUN-008354,2026-06-22,PPE Readiness Tracker,PICS,LOC-1007,Great Lakes,Fire Protection,missing_completion_date,medium,Corporate Safety,9,closed,99.9,False
EXC-003989,RUN-008355,2026-06-22,PPE Readiness Tracker,PICS,LOC-1005,Great Lakes,First Aid & Safety,late_source_extract,medium,Vendor Coordinator,9,closed,92.2,False
EXC-003990,RUN-008357,2026-06-22,PPE Readiness Tracker,PICS,LOC-1068,West,Fire Protection,rollout_training_gap,medium,Data Steward,2,closed,26.0,True
EXC-003991,RUN-008358,2026-06-22,PPE Readiness Tracker,PICS,LOC-1012,Great Lakes,Facility Services,missing_location_id,medium,Corporate Safety,4,closed,50.0,False
EXC-003992,RUN-008358,2026-06-22,PPE Readiness Tracker,PICS,LOC-1012,Great Lakes,Facility Services,duplicate_incident_key,low,Data Steward,3,open,,False
EXC-003993,RUN-008363,2026-06-22,PPE Readiness Tracker,PICS,LOC-1044,Southeast,Fire Protection,unmapped_employee_partner,high,Data Steward,10,open,,True
EXC-003994,RUN-008363,2026-06-22,PPE Readiness Tracker,PICS,LOC-1044,Southeast,Fire Protection,open_corrective_action,low,Data Steward,0,closed,19.1,True
EXC-003995,RUN-008363,2026-06-22,PPE Readiness Tracker,PICS,LOC-1044,Southeast,Fire Protection,missing_completion_date,low,Vendor Coordinator,3,open,,False
EXC-003996,RUN-008365,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1012,Great Lakes,Facility Services,open_corrective_action,low,Vendor Coordinator,2,closed,38.9,True
EXC-003997,RUN-008368,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1057,South Central,Fire Protection,invalid_vendor_credential,medium,Field Safety Lead,5,closed,45.2,False
EXC-003998,RUN-008369,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,open_corrective_action,medium,Field Safety Lead,0,open,,True
EXC-003999,RUN-008373,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,unmapped_employee_partner,low,Corporate Safety,5,closed,34.9,True
EXC-004000,RUN-008374,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,unmapped_employee_partner,low,Field Safety Lead,4,closed,44.1,True
EXC-004001,RUN-008375,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,open_corrective_action,high,Vendor Coordinator,15,closed,140.3,True
EXC-004002,RUN-008375,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,open_corrective_action,medium,Vendor Coordinator,6,closed,75.2,True
EXC-004003,RUN-008376,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1064,West,First Aid & Safety,unmapped_employee_partner,low,Corporate Safety,3,closed,54.5,True
EXC-004004,RUN-008377,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,open_corrective_action,high,Vendor Coordinator,20,closed,150.7,True
EXC-004005,RUN-008380,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1025,Northeast,Uniform Rental,invalid_vendor_credential,medium,Corporate Safety,6,closed,46.7,False
EXC-004006,RUN-008385,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1036,Northeast,Facility Services,duplicate_incident_key,high,Corporate Safety,7,closed,68.2,False
EXC-004007,RUN-008386,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,open_corrective_action,medium,Corporate Safety,4,closed,28.1,True
EXC-004008,RUN-008386,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,invalid_vendor_credential,critical,Data Steward,7,open,,False
EXC-004009,RUN-008390,2026-06-23,Daily Incident Intake,Safety Logic,LOC-1066,West,First Aid & Safety,unmapped_employee_partner,medium,Vendor Coordinator,2,closed,44.9,True
EXC-004010,RUN-008392,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,open_corrective_action,high,Data Steward,8,closed,89.5,True
EXC-004011,RUN-008392,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,late_source_extract,medium,Data Steward,2,closed,50.2,False
EXC-004012,RUN-008395,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,missing_location_id,high,Vendor Coordinator,8,closed,66.3,False
EXC-004013,RUN-008396,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,open_corrective_action,medium,Vendor Coordinator,0,closed,51.7,True
EXC-004014,RUN-008396,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,late_source_extract,low,Data Steward,14,closed,142.8,False
EXC-004015,RUN-008398,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,missing_completion_date,medium,Field Safety Lead,4,closed,41.9,False
EXC-004016,RUN-008401,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1068,West,Fire Protection,invalid_vendor_credential,critical,Field Safety Lead,7,open,,False
EXC-004017,RUN-008401,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1068,West,Fire Protection,late_source_extract,medium,Corporate Safety,2,closed,38.6,False
EXC-004018,RUN-008409,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1066,West,First Aid & Safety,invalid_vendor_credential,medium,Data Steward,1,open,,False
EXC-004019,RUN-008409,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1066,West,First Aid & Safety,unmapped_employee_partner,low,Vendor Coordinator,1,open,,True
EXC-004020,RUN-008413,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,rollout_training_gap,low,Vendor Coordinator,3,closed,39.3,True
EXC-004021,RUN-008414,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1046,Southeast,Facility Services,invalid_vendor_credential,low,Field Safety Lead,5,closed,68.4,False
EXC-004022,RUN-008416,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,open_corrective_action,medium,Vendor Coordinator,7,closed,90.2,True
EXC-004023,RUN-008417,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,open_corrective_action,medium,Field Safety Lead,6,closed,73.8,True
EXC-004024,RUN-008417,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,invalid_vendor_credential,medium,Vendor Coordinator,3,open,,False
EXC-004025,RUN-008419,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,late_source_extract,low,Data Steward,2,closed,52.8,False
EXC-004026,RUN-008420,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,rollout_training_gap,high,Field Safety Lead,9,open,,True
EXC-004027,RUN-008421,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,missing_location_id,critical,Field Safety Lead,9,open,,False
EXC-004028,RUN-008423,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1068,West,Fire Protection,invalid_vendor_credential,low,Data Steward,2,closed,52.9,False
EXC-004029,RUN-008424,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,open_corrective_action,low,Vendor Coordinator,2,open,,True
EXC-004030,RUN-008424,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,rollout_training_gap,medium,Field Safety Lead,9,open,,True
EXC-004031,RUN-008425,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1067,West,Fire Protection,unmapped_employee_partner,medium,Corporate Safety,5,closed,58.2,True
EXC-004032,RUN-008425,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1067,West,Fire Protection,unmapped_employee_partner,medium,Data Steward,13,closed,119.3,True
EXC-004033,RUN-008425,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1067,West,Fire Protection,unmapped_employee_partner,medium,Field Safety Lead,3,closed,33.2,True
EXC-004034,RUN-008428,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1063,West,Uniform Rental,unmapped_employee_partner,medium,Data Steward,0,closed,36.0,True
EXC-004035,RUN-008428,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1063,West,Uniform Rental,open_corrective_action,medium,Field Safety Lead,2,open,,True
EXC-004036,RUN-008429,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1021,Midwest,Fire Protection,missing_completion_date,medium,Corporate Safety,12,closed,73.7,False
EXC-004037,RUN-008433,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,invalid_vendor_credential,medium,Data Steward,7,open,,False
EXC-004038,RUN-008439,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1036,Northeast,Facility Services,unmapped_employee_partner,medium,Field Safety Lead,6,closed,47.8,True
EXC-004039,RUN-008443,2026-06-25,Daily Incident Intake,Safety Logic,LOC-1015,Midwest,Uniform Rental,late_source_extract,low,Vendor Coordinator,2,closed,58.3,False
EXC-004040,RUN-008450,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1047,Southeast,Facility Services,missing_completion_date,low,Corporate Safety,1,closed,48.5,False
EXC-004041,RUN-008455,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1023,Midwest,Facility Services,unmapped_employee_partner,medium,Data Steward,4,closed,27.8,True
EXC-004042,RUN-008456,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1020,Midwest,Fire Protection,missing_location_id,low,Corporate Safety,8,closed,81.2,False
EXC-004043,RUN-008457,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1059,South Central,Facility Services,missing_completion_date,low,Corporate Safety,9,closed,99.4,False
EXC-004044,RUN-008458,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,unmapped_employee_partner,high,Data Steward,11,closed,85.3,True
EXC-004045,RUN-008459,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,duplicate_incident_key,high,Vendor Coordinator,13,open,,False
EXC-004046,RUN-008460,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1028,Northeast,First Aid & Safety,missing_completion_date,medium,Field Safety Lead,9,closed,86.6,False
EXC-004047,RUN-008460,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1028,Northeast,First Aid & Safety,late_source_extract,high,Data Steward,10,closed,92.4,False
EXC-004048,RUN-008467,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,unmapped_employee_partner,medium,Field Safety Lead,2,closed,44.3,True
EXC-004049,RUN-008467,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,missing_completion_date,low,Data Steward,2,open,,False
EXC-004050,RUN-008475,2026-06-26,Daily Incident Intake,Safety Logic,LOC-1055,South Central,Fire Protection,missing_location_id,high,Vendor Coordinator,11,open,,False
EXC-004051,RUN-008480,2026-06-27,Daily Incident Intake,Safety Logic,LOC-1047,Southeast,Facility Services,missing_location_id,high,Data Steward,5,open,,False
EXC-004052,RUN-008482,2026-06-27,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,missing_location_id,critical,Data Steward,9,closed,72.1,False
EXC-004053,RUN-008485,2026-06-27,Daily Incident Intake,Safety Logic,LOC-1013,Midwest,Uniform Rental,rollout_training_gap,high,Vendor Coordinator,5,closed,71.5,True
EXC-004054,RUN-008490,2026-06-27,Daily Incident Intake,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,invalid_vendor_credential,medium,Field Safety Lead,2,closed,30.2,False
